,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
1068,Napoli,Catania,1,0,H,0,0,D,19,4,5,2,20,19,13,3,3,3,0,0
1069,Sampdoria,Cagliari,1,1,D,0,0,D,14,8,2,3,12,22,6,6,1,3,0,1
1070,Siena,Genoa,0,0,D,0,0,D,15,15,4,5,11,22,6,11,0,4,0,0
1071,Atalanta,Siena,2,0,H,1,0,H,17,11,4,1,24,19,3,6,2,3,0,0
1072,Bari,Roma,0,1,A,0,1,A,8,15,2,2,24,10,3,5,3,1,0,0
1073,Cagliari,Milan,2,3,A,2,3,A,16,9,6,3,12,16,7,0,2,2,0,0
1074,Catania,Palermo,2,0,H,2,0,H,16,21,5,6,15,10,6,12,1,2,0,0
1075,Chievo,Sampdoria,1,2,A,0,1,A,15,9,4,6,38,18,8,4,4,3,1,0
1076,Genoa,Livorno,1,1,D,0,0,D,6,16,3,3,18,21,4,6,3,2,0,0
1077,Inter,Bologna,3,0,H,1,0,H,25,10,10,1,11,13,2,4,1,1,0,0
1078,Lazio,Napoli,1,1,D,1,1,D,12,14,5,6,23,17,3,3,3,1,0,0
1079,Parma,Fiorentina,1,1,D,0,1,A,12,9,5,5,20,19,7,3,3,4,0,0
1080,Udinese,Juventus,3,0,H,1,0,H,12,18,9,6,14,16,5,5,4,2,0,0
1081,Fiorentina,Inter,2,2,D,1,0,H,11,21,5,4,21,10,8,4,5,2,0,0
1082,Napoli,Parma,2,3,A,1,0,H,16,11,9,6,19,23,6,5,2,5,1,0
1083,Bologna,Lazio,2,3,A,2,1,H,9,19,4,9,19,21,3,7,0,4,0,0
1084,Juventus,Cagliari,1,0,H,1,0,H,19,9,5,0,21,15,7,1,4,2,0,0
1085,Livorno,Udinese,0,2,A,0,2,A,17,11,4,5,21,17,6,3,3,0,0,0
1086,Milan,Catania,2,2,D,0,2,A,12,9,6,3,21,18,6,7,3,3,0,0
1087,Palermo,Chievo,3,1,H,2,1,H,18,14,10,4,21,16,8,7,3,4,0,0
1088,Roma,Atalanta,2,1,H,2,0,H,13,10,2,2,11,19,6,4,2,3,0,0
1089,Sampdoria,Genoa,1,0,H,1,0,H,6,8,2,0,16,29,4,6,3,6,0,0
1090,Siena,Bari,3,2,H,1,2,A,19,6,12,4,16,15,4,2,4,0,0,0
1091,Inter,Juventus,2,0,H,0,0,D,25,12,5,6,25,16,4,3,4,2,0,1
1092,Chievo,Livorno,2,0,H,1,0,H,14,10,6,1,13,16,8,4,2,2,0,0
1093,Atalanta,Fiorentina,2,1,H,1,0,H,17,13,7,3,8,11,9,9,2,1,0,1
1094,Bari,Napoli,1,2,A,0,1,A,9,9,4,5,26,16,0,1,3,3,0,0
1095,Cagliari,Palermo,2,2,D,1,0,H,15,16,6,8,18,18,5,8,2,2,0,0
1096,Catania,Siena,2,2,D,1,0,H,15,15,6,5,24,19,2,12,1,4,0,0
1097,Lazio,Roma,1,2,A,1,0,H,17,7,4,3,29,23,9,4,3,7,1,0
1098,Parma,Genoa,2,3,A,0,1,A,18,18,8,6,11,13,9,5,1,1,0,0
1099,Sampdoria,Milan,2,1,H,0,1,A,13,9,5,2,12,19,8,4,3,4,0,1
1100,Udinese,Bologna,1,1,D,0,1,A,19,10,6,0,17,27,10,6,5,4,0,0
1101,Inter,Atalanta,3,1,H,2,1,H,23,11,9,3,21,12,4,3,3,4,0,0
1102,Palermo,Milan,3,1,H,2,0,H,16,18,9,4,8,13,7,5,0,2,0,0
1103,Bologna,Parma,2,1,H,1,1,D,22,8,7,4,15,16,7,6,1,1,0,1
1104,Fiorentina,Chievo,0,2,A,0,0,D,29,8,7,5,7,21,6,1,0,4,0,0
1105,Genoa,Lazio,1,2,A,1,2,A,15,9,5,3,19,16,4,6,1,4,1,0
1106,Juventus,Bari,3,0,H,0,0,D,24,7,8,2,12,16,8,3,2,3,0,0
1107,Livorno,Catania,3,1,H,0,0,D,16,11,7,5,13,21,3,3,0,0,0,1
1108,Napoli,Cagliari,0,0,D,0,0,D,19,4,7,0,13,16,7,1,1,3,0,1
1109,Roma,Sampdoria,1,2,A,1,0,H,25,9,7,3,12,14,11,2,0,1,0,0
1110,Udinese,Siena,4,1,H,2,1,H,16,11,9,4,11,20,5,4,0,3,0,0
1111,Milan,Fiorentina,1,0,H,0,0,D,12,12,5,3,17,22,10,3,2,1,1,0
1112,Parma,Roma,1,2,A,0,1,A,11,10,4,4,30,12,10,3,3,3,1,0
1113,Atalanta,Bologna,1,1,D,1,0,H,12,7,3,2,16,20,5,4,5,2,1,0
1114,Bari,Genoa,3,0,H,0,0,D,16,9,4,2,12,13,4,4,1,2,0,0
1115,Cagliari,Udinese,2,2,D,1,2,A,9,12,7,4,12,10,2,4,0,1,0,0
1116,Catania,Juventus,1,1,D,1,0,H,10,22,6,5,19,22,1,7,1,5,0,0
1117,Chievo,Napoli,1,2,A,0,1,A,8,15,6,4,15,20,3,9,2,4,1,0
1118,Lazio,Inter,0,2,A,0,1,A,9,20,4,8,17,11,5,5,1,1,0,0
1119,Sampdoria,Livorno,2,0,H,1,0,H,15,8,3,1,8,20,6,3,1,1,0,0
1120,Siena,Palermo,1,2,A,0,1,A,19,10,6,5,17,11,10,7,0,2,0,0
1121,Bologna,Catania,1,1,D,1,0,H,6,6,4,3,12,7,3,0,1,0,0,0
1122,Fiorentina,Siena,1,1,D,1,1,D,15,7,3,5,16,17,9,1,1,3,0,0
1123,Genoa,Milan,1,0,H,0,0,D,18,11,4,4,17,13,10,10,1,1,0,1
1124,Inter,Chievo,4,3,H,3,1,H,20,9,8,3,11,12,5,1,0,1,0,0
1125,Juventus,Parma,2,3,A,1,2,A,24,4,4,3,18,16,6,2,1,1,0,0
1126,Livorno,Lazio,1,2,A,1,2,A,10,12,2,5,16,12,6,2,3,1,0,0
1127,Napoli,Atalanta,2,0,H,1,0,H,11,10,4,1,20,13,8,5,3,3,0,0
1128,Palermo,Sampdoria,1,1,D,0,0,D,16,5,4,1,18,16,6,1,4,1,0,0
1129,Roma,Cagliari,2,1,H,0,0,D,31,6,11,2,9,12,10,0,2,3,0,0
1130,Udinese,Bari,3,3,D,2,2,D,13,15,6,5,11,13,8,3,2,2,0,0
1131,Lazio,Udinese,3,1,H,2,1,H,25,13,9,4,18,8,10,6,2,1,0,1
1132,Milan,Juventus,3,0,H,2,0,H,11,24,5,6,11,15,4,8,2,2,0,0
1133,Atalanta,Palermo,1,2,A,0,1,A,26,18,7,9,12,14,5,8,1,1,0,0
1134,Bari,Fiorentina,2,0,H,1,0,H,15,19,6,7,16,13,8,5,2,3,0,1
1135,Cagliari,Bologna,1,1,D,0,1,A,11,9,4,4,9,11,6,1,0,1,0,0
1136,Catania,Genoa,1,0,H,0,0,D,22,17,5,4,12,16,10,3,1,1,0,1
1137,Chievo,Roma,0,2,A,0,2,A,9,16,2,6,8,9,8,5,1,0,0,0
1138,Parma,Livorno,4,1,H,1,0,H,25,28,10,12,12,10,4,8,1,0,0,0
1139,Sampdoria,Napoli,1,0,H,0,0,D,15,9,5,5,16,23,5,9,1,4,0,0
1140,Siena,Inter,0,1,A,0,0,D,6,26,2,6,12,8,5,9,4,2,0,0
1141,Roma,Cesena,0,0,D,0,0,D,24,13,5,3,11,17,10,8,3,3,0,0
1142,Udinese,Genoa,0,1,A,0,0,D,14,9,6,4,12,15,9,3,2,3,0,0
1143,Bari,Juventus,1,0,H,1,0,H,20,18,5,2,14,12,7,4,1,2,0,0
1144,Chievo,Catania,2,1,H,1,1,D,11,11,7,4,18,18,4,4,0,2,0,0
1145,Fiorentina,Napoli,1,1,D,0,1,A,19,12,8,2,18,16,7,6,2,4,1,1
1146,Milan,Lecce,4,0,H,3,0,H,26,13,13,3,16,13,6,3,0,1,0,0
1147,Palermo,Cagliari,0,0,D,0,0,D,13,14,4,3,12,20,8,1,0,3,0,0
1148,Parma,Brescia,2,0,H,2,0,H,18,14,9,3,24,14,3,6,0,3,0,0
1149,Sampdoria,Lazio,2,0,H,0,0,D,11,18,4,1,9,24,3,5,1,4,0,0
1150,Bologna,Inter,0,0,D,0,0,D,9,22,3,7,20,16,2,7,3,2,0,0
1151,Cagliari,Roma,5,1,H,3,1,H,12,17,7,6,23,9,4,9,3,2,0,1
1152,Cesena,Milan,2,0,H,2,0,H,17,19,4,5,14,12,9,12,0,1,0,0
1153,Inter,Udinese,2,1,H,1,1,D,17,14,6,4,17,19,6,3,2,3,0,0
1154,Brescia,Palermo,3,2,H,3,1,H,17,23,6,11,17,17,2,6,2,2,0,0
1155,Catania,Parma,2,1,H,1,0,H,10,16,3,4,14,17,5,10,1,5,0,1
1156,Genoa,Chievo,1,3,A,1,1,D,14,12,7,8,10,20,9,6,1,0,0,0
1157,Juventus,Sampdoria,3,3,D,1,1,D,25,11,10,5,14,13,4,3,1,0,0,0
1158,Lazio,Bologna,3,1,H,0,0,D,15,14,7,1,14,23,7,4,1,1,0,0
1159,Lecce,Fiorentina,1,0,H,1,0,H,9,11,4,3,21,15,3,3,2,1,0,0
1160,Napoli,Bari,2,2,D,1,1,D,19,12,6,8,7,12,12,4,1,4,0,0
1161,Fiorentina,Lazio,1,2,A,1,1,D,18,15,4,6,26,10,8,1,1,1,0,0
1162,Milan,Catania,1,1,D,1,1,D,12,14,3,6,11,17,8,2,2,2,0,0
1163,Bari,Cagliari,0,0,D,0,0,D,10,7,0,1,11,9,3,1,1,1,0,0
1164,Cesena,Lecce,1,0,H,0,0,D,10,14,4,2,13,18,8,3,1,3,1,1
1165,Chievo,Brescia,0,1,A,0,1,A,14,13,1,5,22,17,6,5,3,1,0,0
1166,Palermo,Inter,1,2,A,1,0,H,16,21,5,6,11,6,5,7,2,0,0,0
1167,Parma,Genoa,1,1,D,0,1,A,14,7,3,3,15,29,4,2,2,5,0,0
1168,Roma,Bologna,2,2,D,1,0,H,17,21,4,5,14,17,10,6,1,4,0,0
1169,Sampdoria,Napoli,1,2,A,0,0,D,10,15,2,3,15,23,4,11,3,6,0,0
1170,Udinese,Juventus,0,4,A,0,3,A,12,19,4,9,19,26,6,8,0,4,0,0
1171,Bologna,Udinese,2,1,H,1,1,D,13,16,4,7,17,24,4,6,2,3,0,0
1172,Brescia,Roma,2,1,H,1,0,H,6,24,3,8,23,20,2,9,1,3,0,1
1173,Cagliari,Sampdoria,0,0,D,0,0,D,9,8,3,2,21,15,3,1,2,1,0,0
1174,Catania,Cesena,2,0,H,1,0,H,14,10,3,2,14,18,4,2,3,3,0,0
1175,Genoa,Fiorentina,1,1,D,1,1,D,18,8,8,4,17,16,5,0,3,2,0,0
1176,Inter,Bari,4,0,H,1,0,H,18,10,4,3,9,14,5,5,1,1,0,0
1177,Lazio,Milan,1,1,D,0,0,D,11,13,6,3,12,17,5,9,0,1,0,0
1178,Lecce,Parma,1,1,D,1,0,H,13,11,5,4,25,10,5,3,0,1,0,0
1179,Napoli,Chievo,1,3,A,1,1,D,18,16,6,6,13,13,7,6,1,1,0,0
1180,Juventus,Palermo,1,3,A,0,1,A,27,11,9,8,13,17,10,2,1,3,0,0
1181,Milan,Genoa,1,0,H,0,0,D,13,8,5,2,17,18,1,5,1,2,0,0
1182,Roma,Inter,1,0,H,0,0,D,17,25,4,4,19,17,4,6,4,4,0,0
1183,Bari,Brescia,2,1,H,1,1,D,15,14,8,5,20,18,6,3,1,4,0,0
1184,Catania,Bologna,1,1,D,0,1,A,16,5,4,3,13,21,9,2,1,3,0,0
1185,Cesena,Napoli,1,4,A,0,0,D,11,21,2,11,14,23,3,14,2,0,0,0
1186,Chievo,Lazio,0,1,A,0,0,D,7,15,1,4,19,11,7,6,5,3,0,0
1187,Fiorentina,Parma,2,0,H,0,0,D,17,7,8,2,17,21,4,5,1,4,0,0
1188,Juventus,Cagliari,4,2,H,2,1,H,15,12,6,4,18,17,4,5,3,0,0,0
1189,Palermo,Lecce,2,2,D,0,1,A,19,10,10,3,13,29,10,4,2,4,0,1
1190,Sampdoria,Udinese,0,0,D,0,0,D,7,13,2,2,14,18,7,2,1,2,0,0
1191,Parma,Milan,0,1,A,0,1,A,7,18,3,10,15,22,4,5,2,5,0,0
1192,Udinese,Cesena,1,0,H,0,0,D,18,3,6,0,17,22,8,1,2,2,0,0
1193,Bologna,Sampdoria,1,1,D,0,1,A,18,10,6,4,16,17,7,5,2,1,0,0
1194,Chievo,Cagliari,0,0,D,0,0,D,21,8,4,3,17,15,13,3,4,2,0,0
1195,Fiorentina,Palermo,1,2,A,0,2,A,18,14,6,6,11,13,7,4,1,1,1,0
1196,Genoa,Bari,2,1,H,1,0,H,29,7,7,3,12,16,4,0,2,3,1,0
1197,Inter,Juventus,0,0,D,0,0,D,20,16,4,8,11,13,13,9,1,2,0,0
1198,Lazio,Brescia,1,0,H,1,0,H,23,8,8,2,11,16,7,5,1,1,0,1
1199,Lecce,Catania,1,0,H,1,0,H,4,9,3,1,23,15,3,7,1,0,0,0
1200,Napoli,Roma,2,0,H,0,0,D,16,15,6,2,22,9,7,5,4,2,0,0
1201,Milan,Chievo,3,1,H,2,0,H,14,18,11,7,10,13,4,8,1,3,0,0
1202,Roma,Genoa,2,1,H,1,0,H,11,12,4,2,20,26,4,6,1,3,0,0
1203,Bari,Lazio,0,2,A,0,0,D,16,8,5,3,15,5,6,1,2,0,0,0
1204,Brescia,Udinese,0,1,A,0,0,D,18,6,5,1,18,19,8,5,2,1,0,0
1205,Cagliari,Inter,0,1,A,0,1,A,11,21,3,4,8,16,5,9,3,1,0,0
1206,Catania,Napoli,1,1,D,0,1,A,16,8,6,2,13,18,13,5,1,2,0,1
1207,Cesena,Parma,1,1,D,1,1,D,7,10,3,2,17,13,5,7,2,3,0,0
1208,Juventus,Lecce,4,0,H,3,0,H,12,10,5,3,12,19,2,5,0,5,0,0
1209,Palermo,Bologna,4,1,H,2,0,H,29,6,11,2,14,10,9,6,2,4,0,0
1210,Sampdoria,Fiorentina,2,1,H,0,1,A,15,7,6,2,13,21,6,5,4,4,0,0
1211,Fiorentina,Bari,2,1,H,1,0,H,15,9,7,2,9,12,3,7,4,2,0,0
1212,Bologna,Juventus,0,0,D,0,0,D,6,21,1,5,20,15,2,6,3,1,0,0
1213,Chievo,Cesena,2,1,H,1,1,D,16,14,12,5,12,16,10,8,3,1,0,1
1214,Genoa,Catania,1,0,H,0,0,D,11,10,4,3,24,21,2,3,2,3,0,0
1215,Inter,Sampdoria,1,1,D,0,0,D,21,8,7,3,14,13,9,1,0,5,0,0
1216,Lazio,Cagliari,2,1,H,1,0,H,17,10,4,4,18,15,4,3,0,3,0,0
1217,Lecce,Brescia,2,1,H,0,1,A,19,15,6,7,20,12,5,8,3,3,0,0
1218,Parma,Roma,0,0,D,0,0,D,11,17,1,1,15,13,7,6,4,3,0,0
1219,Udinese,Palermo,2,1,H,1,0,H,17,20,7,7,14,17,6,4,2,5,1,0
1220,Napoli,Milan,1,2,A,0,1,A,18,16,5,9,10,19,8,6,1,4,1,0
1221,Genoa,Inter,0,1,A,0,1,A,17,11,6,5,10,9,5,5,2,2,0,0
1222,Milan,Juventus,1,2,A,0,1,A,23,10,5,6,14,19,8,1,2,2,0,0
1223,Roma,Lecce,2,0,H,0,0,D,24,14,10,2,10,16,11,5,2,1,1,1
1224,Bari,Udinese,0,2,A,0,1,A,16,10,2,6,15,11,7,2,2,2,0,0
1225,Brescia,Napoli,0,1,A,0,0,D,13,22,2,5,12,13,6,7,1,1,0,0
1226,Cagliari,Bologna,2,0,H,0,0,D,15,7,6,2,27,20,5,5,0,4,0,0
1227,Catania,Fiorentina,0,0,D,0,0,D,16,9,3,3,11,17,5,3,1,2,0,0
1228,Cesena,Sampdoria,0,1,A,0,0,D,12,15,4,3,17,17,12,5,2,1,0,0
1229,Palermo,Lazio,0,1,A,0,1,A,28,7,8,3,19,16,7,5,2,2,0,1
1230,Parma,Chievo,0,0,D,0,0,D,16,16,4,4,12,17,8,10,1,1,1,1
1231,Bologna,Lecce,2,0,H,0,0,D,18,13,5,4,12,13,3,1,0,3,0,0
1232,Inter,Brescia,1,1,D,0,1,A,32,12,6,4,12,8,6,3,1,3,0,0
1233,Bari,Milan,2,3,A,0,2,A,8,10,3,6,16,17,4,2,1,1,0,0
1234,Fiorentina,Chievo,1,0,H,0,0,D,19,12,7,5,15,18,5,7,1,2,0,0
1235,Juventus,Cesena,3,1,H,2,1,H,20,10,8,2,14,11,7,3,2,2,0,1
1236,Lazio,Roma,0,2,A,0,0,D,15,21,2,6,16,14,3,7,4,3,0,0
1237,Napoli,Parma,2,0,H,1,0,H,11,6,5,1,13,14,4,7,2,1,0,0
1238,Palermo,Genoa,1,0,H,1,0,H,17,17,4,7,8,13,10,4,1,0,0,0
1239,Sampdoria,Catania,0,0,D,0,0,D,11,10,4,2,14,21,10,6,1,2,0,0
1240,Udinese,Cagliari,1,1,D,1,1,D,20,6,6,3,15,21,4,7,1,3,0,0
1241,Brescia,Juventus,1,1,D,0,0,D,14,9,4,4,14,19,6,2,2,3,0,0
1242,Cagliari,Napoli,0,1,A,0,0,D,5,11,2,7,19,17,2,4,4,2,0,0
1243,Catania,Udinese,1,0,H,0,0,D,9,12,2,0,19,17,6,5,1,3,1,1
1244,Cesena,Lazio,1,0,H,0,0,D,11,9,4,1,15,13,6,3,2,1,0,0
1245,Chievo,Bari,0,0,D,0,0,D,9,6,1,3,16,10,8,3,3,1,0,0
1246,Genoa,Bologna,1,0,H,0,0,D,19,6,4,3,14,17,11,3,1,3,0,0
1247,Lecce,Inter,1,1,D,0,0,D,6,14,3,5,20,9,3,7,3,1,0,0
1248,Milan,Palermo,3,1,H,1,0,H,17,19,4,8,17,5,5,11,1,1,0,0
1249,Roma,Fiorentina,3,2,H,1,0,H,22,9,8,4,9,11,6,5,1,3,0,0
1250,Parma,Sampdoria,1,0,H,0,0,D,21,10,6,3,24,14,10,0,1,3,0,0
1251,Fiorentina,Cesena,1,0,H,0,0,D,14,11,3,1,12,19,5,8,2,1,0,0
1252,Juventus,Roma,1,1,D,1,1,D,14,12,3,2,12,7,2,5,1,3,0,0
1253,Bari,Parma,0,1,A,0,1,A,18,9,4,2,22,18,6,2,1,2,2,0
1254,Bologna,Brescia,1,0,H,0,0,D,5,12,2,3,18,12,4,6,1,2,1,0
1255,Cagliari,Genoa,0,1,A,0,0,D,15,12,5,4,13,17,7,5,1,0,0,0
1256,Inter,Milan,0,1,A,0,1,A,9,8,2,1,13,21,4,4,1,3,0,1
1257,Lazio,Napoli,2,0,H,1,0,H,16,15,6,1,11,16,5,6,1,3,0,0
1258,Palermo,Catania,3,1,H,1,0,H,16,16,8,6,19,21,6,4,2,1,0,0
1259,Sampdoria,Chievo,0,0,D,0,0,D,9,15,3,3,12,24,5,7,1,3,0,0
1260,Udinese,Lecce,4,0,H,3,0,H,18,16,7,3,10,16,7,7,0,1,0,0
1261,Milan,Fiorentina,1,0,H,1,0,H,18,10,6,6,14,10,7,2,2,0,0,1
1262,Roma,Udinese,2,0,H,1,0,H,13,25,5,6,23,18,6,6,2,2,1,0
1263,Brescia,Cagliari,1,2,A,1,0,H,16,14,6,7,20,15,7,2,3,4,0,0
1264,Catania,Bari,1,0,H,0,0,D,16,7,6,0,15,19,11,2,2,4,1,0
1265,Cesena,Palermo,1,2,A,1,1,D,16,20,8,6,14,10,7,6,2,0,0,0
1266,Chievo,Inter,2,1,H,1,0,H,17,24,5,7,15,12,6,7,3,2,0,0
1267,Genoa,Juventus,0,2,A,0,2,A,14,12,4,4,16,12,11,2,5,2,0,0
1268,Lecce,Sampdoria,2,3,A,0,2,A,16,13,7,6,17,12,9,7,3,3,1,0
1269,Napoli,Bologna,4,1,H,2,0,H,17,13,12,3,20,7,4,7,0,0,0,0
1270,Parma,Lazio,1,1,D,1,1,D,14,24,4,5,16,11,8,5,0,0,0,0
1271,Juventus,Fiorentina,1,1,D,0,1,A,24,9,6,1,10,18,9,6,3,2,0,1
1272,Sampdoria,Milan,1,1,D,0,1,A,7,19,4,9,17,12,6,10,0,0,0,0
1273,Bari,Cesena,1,1,D,0,0,D,14,15,4,3,15,14,2,7,3,2,0,0
1274,Brescia,Genoa,0,0,D,0,0,D,15,8,4,0,19,21,3,3,2,1,0,0
1275,Cagliari,Lecce,3,2,H,3,0,H,9,14,4,9,18,19,4,7,3,2,0,0
1276,Inter,Parma,5,2,H,3,2,H,15,22,6,7,3,11,5,6,0,0,0,0
1277,Lazio,Catania,1,1,D,1,1,D,17,8,6,5,13,13,11,2,1,2,0,0
1278,Palermo,Roma,3,1,H,1,0,H,15,20,5,5,19,9,5,5,0,1,0,0
1279,Udinese,Napoli,3,1,H,2,0,H,8,15,4,5,18,13,5,5,3,4,0,0
1280,Lazio,Inter,3,1,H,1,0,H,22,20,8,5,15,15,5,7,2,1,0,0
1281,Chievo,Roma,2,2,D,0,2,A,20,10,8,4,18,15,2,1,2,1,0,1
1282,Milan,Brescia,3,0,H,3,0,H,17,8,6,3,12,15,0,4,0,2,0,0
1283,Catania,Juventus,1,3,A,1,2,A,15,14,4,6,17,16,10,2,0,1,0,0
1284,Cesena,Bologna,0,2,A,0,1,A,14,14,4,4,14,16,10,6,3,3,0,0
1285,Fiorentina,Cagliari,1,0,H,0,0,D,12,13,5,3,15,19,7,6,3,1,0,0
1286,Lecce,Genoa,1,3,A,1,0,H,13,15,3,4,20,14,4,12,2,1,0,0
1287,Parma,Udinese,2,1,H,1,1,D,11,18,5,4,15,16,6,7,1,2,0,0
1288,Sampdoria,Bari,3,0,H,1,0,H,23,5,6,1,11,14,8,2,1,0,0,1
1289,Napoli,Palermo,1,0,H,0,0,D,18,8,9,1,13,11,16,2,2,2,0,0
1290,Bologna,Chievo,2,1,H,1,0,H,16,7,5,2,12,24,8,5,1,3,0,0
1291,Genoa,Napoli,0,1,A,0,1,A,15,4,1,2,19,15,6,2,1,3,0,1
1292,Palermo,Parma,3,1,H,0,1,A,22,10,4,4,15,9,3,4,0,3,0,0
1293,Udinese,Fiorentina,2,1,H,0,1,A,21,7,5,2,7,16,5,5,2,6,0,0
1294,Bologna,Milan,0,3,A,0,2,A,9,16,3,6,12,16,8,8,2,1,0,0
1295,Brescia,Sampdoria,1,0,H,1,0,H,5,18,2,4,22,13,1,8,2,1,0,0
1296,Cagliari,Catania,3,0,H,2,0,H,11,4,5,0,16,22,3,0,1,2,0,2
1297,Juventus,Lazio,2,1,H,1,1,D,23,11,6,3,7,9,7,5,1,2,0,0
1298,Lecce,Chievo,3,2,H,2,0,H,12,11,7,4,18,13,9,4,3,3,0,0
1299,Roma,Bari,1,0,H,1,0,H,18,7,6,1,16,20,8,3,3,2,0,0
1300,Cesena,Cagliari,1,0,H,1,0,H,13,11,3,0,17,19,4,6,2,1,0,0
1301,Milan,Roma,0,1,A,0,0,D,15,10,4,2,19,15,2,3,1,3,0,0
1302,Bari,Palermo,1,1,D,0,1,A,5,23,3,6,6,9,3,4,1,3,1,0
1303,Catania,Brescia,1,0,H,1,0,H,13,11,8,2,12,26,3,4,2,4,0,0
1304,Chievo,Juventus,1,1,D,0,1,A,18,9,4,5,21,14,6,4,4,2,0,1
1305,Lazio,Udinese,3,2,H,1,0,H,23,14,8,4,11,14,8,2,0,3,0,0
1306,Napoli,Lecce,1,0,H,0,0,D,14,6,5,2,14,15,13,2,3,1,0,0
1307,Parma,Bologna,0,0,D,0,0,D,11,6,2,2,25,23,9,3,2,3,0,0
1308,Bologna,Fiorentina,1,1,D,1,0,H,10,13,1,4,17,14,5,5,1,2,0,0
1309,Brescia,Cesena,1,2,A,0,2,A,19,14,5,4,18,12,6,3,5,3,0,0
1310,Cagliari,Milan,0,1,A,0,0,D,12,11,3,3,21,15,9,11,1,1,0,0
1311,Genoa,Lazio,0,0,D,0,0,D,17,13,3,2,12,15,5,6,0,1,0,0
1312,Inter,Napoli,3,1,H,2,1,H,16,12,4,5,9,13,3,8,3,2,0,0
1313,Juventus,Parma,1,4,A,0,1,A,10,20,2,9,13,19,4,4,0,2,1,0
1314,Lecce,Bari,0,1,A,0,0,D,21,10,5,5,18,8,8,6,1,1,1,0
1315,Palermo,Sampdoria,3,0,H,1,0,H,17,20,6,3,15,5,3,8,2,0,0,0
1316,Roma,Catania,4,2,H,1,2,A,17,17,9,2,17,17,5,7,1,4,0,0
1317,Udinese,Chievo,2,0,H,2,0,H,13,20,5,0,8,19,3,6,1,3,1,0
1318,Bari,Bologna,0,2,A,0,1,A,9,15,3,6,13,12,2,5,1,1,0,0
1319,Catania,Inter,1,2,A,0,0,D,16,10,6,7,15,14,5,3,2,2,0,0
1320,Cesena,Genoa,0,0,D,0,0,D,9,12,0,1,13,10,6,9,0,1,0,0
1321,Chievo,Palermo,0,0,D,0,0,D,15,16,4,4,10,9,4,8,2,1,0,0
1322,Fiorentina,Brescia,3,2,H,0,2,A,20,18,11,4,13,14,4,3,0,1,0,0
1323,Lazio,Lecce,1,2,A,0,1,A,21,16,7,7,9,24,7,11,2,3,0,0
1324,Milan,Udinese,4,4,D,1,1,D,20,14,9,5,13,9,10,6,1,2,0,0
1325,Napoli,Juventus,3,0,H,2,0,H,12,10,7,3,21,17,6,7,3,2,0,0
1326,Parma,Cagliari,1,2,A,0,2,A,12,12,5,6,22,25,12,6,4,3,0,0
1327,Sampdoria,Roma,2,1,H,0,1,A,14,10,3,4,15,16,4,5,2,1,2,1
1328,Inter,Bologna,4,1,H,2,0,H,16,18,6,4,10,14,5,6,0,0,0,0
1329,Napoli,Fiorentina,0,0,D,0,0,D,9,9,3,2,9,12,4,2,1,0,0,0
1330,Brescia,Parma,2,0,H,1,0,H,20,7,6,0,14,20,5,5,3,4,0,1
1331,Cagliari,Palermo,3,1,H,1,0,H,17,7,6,2,19,9,4,6,1,4,0,0
1332,Catania,Chievo,1,1,D,1,0,H,10,7,4,3,14,22,2,5,1,2,0,0
1333,Cesena,Roma,0,1,A,0,0,D,11,15,2,5,15,13,7,5,2,2,0,0
1334,Genoa,Udinese,2,4,A,1,1,D,21,9,6,5,11,14,8,4,1,2,0,0
1335,Juventus,Bari,2,1,H,1,0,H,17,5,3,3,12,14,9,5,2,2,0,0
1336,Lazio,Sampdoria,1,0,H,0,0,D,13,13,3,4,15,13,2,4,1,3,0,0
1337,Lecce,Milan,1,1,D,0,0,D,7,16,2,3,12,12,6,7,2,2,0,0
1338,Inter,Cesena,3,2,H,3,2,H,18,8,6,3,10,11,5,3,1,1,0,1
1339,Chievo,Genoa,0,0,D,0,0,D,9,12,1,2,16,10,2,2,0,2,1,0
1340,Palermo,Brescia,1,0,H,0,0,D,32,5,8,1,11,17,19,1,1,5,0,0
1341,Parma,Catania,2,0,H,0,0,D,13,19,2,5,22,18,3,4,4,1,0,0
1342,Roma,Cagliari,3,0,H,1,0,H,14,18,8,4,21,13,6,8,1,3,0,0
1343,Bari,Napoli,0,2,A,0,1,A,5,10,1,3,15,13,3,6,1,1,1,0
1344,Bologna,Lazio,3,1,H,2,1,H,18,12,6,4,19,13,11,4,3,4,1,1
1345,Fiorentina,Lecce,1,1,D,0,1,A,17,8,5,4,8,20,6,4,2,3,0,0
1346,Milan,Cesena,2,0,H,1,0,H,25,12,10,3,14,14,6,3,3,1,0,0
1347,Sampdoria,Juventus,0,0,D,0,0,D,5,13,0,3,13,28,5,2,2,5,0,0
1348,Udinese,Inter,3,1,H,2,1,H,12,11,7,6,10,19,6,6,0,4,0,0
1349,Catania,Milan,0,2,A,0,0,D,15,11,1,8,21,21,8,5,2,3,0,1
1350,Lazio,Fiorentina,2,0,H,0,0,D,16,7,8,2,18,12,4,2,2,4,0,0
1351,Brescia,Chievo,0,3,A,0,1,A,15,11,1,5,12,18,5,5,2,4,0,0
