4373,19/01/2019,Udinese,Parma,1,2,A,0,1,A,17,7,9,4,17,15,8,2,3,1,0,0
4374,20/01/2019,Cagliari,Empoli,2,2,D,1,0,H,13,9,3,4,11,10,4,7,0,0,0,0
4375,20/01/2019,Fiorentina,Sampdoria,3,3,D,1,1,D,8,9,4,5,15,22,4,7,6,4,1,0
4376,20/01/2019,Frosinone,Atalanta,0,5,A,0,2,A,5,14,3,8,12,11,4,8,2,0,0,0
4377,20/01/2019,Napoli,Lazio,2,1,H,2,0,H,17,13,13,9,6,12,7,8,1,5,0,1
4378,20/01/2019,Spal,Bologna,1,1,D,0,1,A,13,12,9,6,13,18,7,7,2,3,0,0
4379,21/01/2019,Genoa,Milan,0,2,A,0,0,D,13,9,7,7,14,17,5,6,3,3,0,0
4380,21/01/2019,Juventus,Chievo,3,0,H,2,0,H,19,7,11,3,10,7,12,5,1,2,0,0
4381,26/01/2019,Milan,Napoli,0,0,D,0,0,D,12,14,7,8,7,11,6,8,1,3,0,1
4382,26/01/2019,Sampdoria,Udinese,4,0,H,1,0,H,14,6,9,0,14,13,1,1,2,4,0,0
4383,26/01/2019,Sassuolo,Cagliari,3,0,H,2,0,H,11,7,9,3,14,17,4,12,1,1,0,0
4384,27/01/2019,Atalanta,Roma,3,3,D,1,3,A,14,7,6,5,7,13,9,2,0,3,0,0
4385,27/01/2019,Bologna,Frosinone,0,4,A,0,2,A,8,4,2,4,15,13,9,2,3,4,1,0
4386,27/01/2019,Chievo,Fiorentina,3,4,A,1,2,A,14,11,8,7,19,18,7,5,3,1,0,1
4387,27/01/2019,Lazio,Juventus,1,2,A,0,0,D,11,4,5,3,11,13,8,1,2,5,0,0
4388,27/01/2019,Parma,Spal,2,3,A,1,0,H,9,15,5,6,9,13,1,10,2,4,0,0
4389,27/01/2019,Torino,Inter,1,0,H,1,0,H,7,9,4,4,19,12,6,7,3,3,0,1
4390,28/01/2019,Empoli,Genoa,1,3,A,0,1,A,13,12,7,7,8,7,1,3,1,2,0,0
4391,2/2/2019,Empoli,Chievo,2,2,D,1,2,A,11,10,9,4,9,12,10,6,0,2,0,0
4392,2/2/2019,Juventus,Parma,3,3,D,1,0,H,18,11,9,5,6,11,12,4,1,2,0,0
4393,2/2/2019,Napoli,Sampdoria,3,0,H,2,0,H,18,8,14,2,4,12,5,3,0,3,0,0
4394,3/2/2019,Genoa,Sassuolo,1,1,D,1,1,D,4,11,2,8,11,15,4,6,1,3,0,0
4395,3/2/2019,Inter,Bologna,0,1,A,0,1,A,12,8,3,7,13,17,6,7,1,2,0,0
4396,3/2/2019,Roma,Milan,1,1,D,0,1,A,11,6,9,5,15,9,10,2,3,4,0,0
4397,3/2/2019,Spal,Torino,0,0,D,0,0,D,8,5,1,1,24,27,11,6,5,5,0,1
4398,3/2/2019,Udinese,Fiorentina,1,1,D,0,0,D,7,9,2,4,13,14,1,10,3,3,0,0
4399,4/2/2019,Cagliari,Atalanta,0,1,A,0,0,D,8,10,2,6,18,11,2,4,0,2,0,0
4400,4/2/2019,Frosinone,Lazio,0,1,A,0,1,A,9,11,4,5,8,14,2,2,1,5,0,0
4401,7/2/2019,Lazio,Empoli,1,0,H,1,0,H,8,3,4,1,13,8,3,2,1,1,0,0
4402,8/2/2019,Chievo,Roma,0,3,A,0,2,A,11,11,6,9,6,9,7,7,1,2,0,0
4403,9/2/2019,Fiorentina,Napoli,0,0,D,0,0,D,10,12,4,4,9,17,5,5,2,4,0,0
